Round,Accuracy,Number of Clients,Rounds,Learning Rate,Batch Size,Dataset,Time Spent (s)
958,67.36,50,1000,0.01,16,CIFAR10,53381.07
959,67.36,50,1000,0.01,16,CIFAR10,53381.07
960,67.36,50,1000,0.01,16,CIFAR10,53381.07
961,67.36,50,1000,0.01,16,CIFAR10,53381.07
962,67.36,50,1000,0.01,16,CIFAR10,53381.07
963,67.36,50,1000,0.01,16,CIFAR10,53381.07
964,67.36,50,1000,0.01,16,CIFAR10,53381.07
965,67.36,50,1000,0.01,16,CIFAR10,53381.07
966,67.36,50,1000,0.01,16,CIFAR10,53381.07
967,67.35,50,1000,0.01,16,CIFAR10,53381.07
968,67.35,50,1000,0.01,16,CIFAR10,53381.07
969,67.35,50,1000,0.01,16,CIFAR10,53381.07
970,67.35,50,1000,0.01,16,CIFAR10,53381.07
971,67.34,50,1000,0.01,16,CIFAR10,53381.07
972,67.34,50,1000,0.01,16,CIFAR10,53381.07
973,67.34,50,1000,0.01,16,CIFAR10,53381.07
974,67.35,50,1000,0.01,16,CIFAR10,53381.07
975,67.34,50,1000,0.01,16,CIFAR10,53381.07
976,67.34,50,1000,0.01,16,CIFAR10,53381.07
977,67.34,50,1000,0.01,16,CIFAR10,53381.07
978,67.33,50,1000,0.01,16,CIFAR10,53381.07
979,67.35,50,1000,0.01,16,CIFAR10,53381.07
980,67.34,50,1000,0.01,16,CIFAR10,53381.07
981,67.34,50,1000,0.01,16,CIFAR10,53381.07
982,67.35,50,1000,0.01,16,CIFAR10,53381.07
983,67.34,50,1000,0.01,16,CIFAR10,53381.07
984,67.34,50,1000,0.01,16,CIFAR10,53381.07
985,67.34,50,1000,0.01,16,CIFAR10,53381.07
986,67.33,50,1000,0.01,16,CIFAR10,53381.07
987,67.33,50,1000,0.01,16,CIFAR10,53381.07
988,67.32,50,1000,0.01,16,CIFAR10,53381.07
989,67.31,50,1000,0.01,16,CIFAR10,53381.07
990,67.31,50,1000,0.01,16,CIFAR10,53381.07
991,67.31,50,1000,0.01,16,CIFAR10,53381.07
992,67.3,50,1000,0.01,16,CIFAR10,53381.07
993,67.31,50,1000,0.01,16,CIFAR10,53381.07
994,67.31,50,1000,0.01,16,CIFAR10,53381.07
995,67.31,50,1000,0.01,16,CIFAR10,53381.07
996,67.32,50,1000,0.01,16,CIFAR10,53381.07
997,67.32,50,1000,0.01,16,CIFAR10,53381.07
998,67.32,50,1000,0.01,16,CIFAR10,53381.07
999,67.33,50,1000,0.01,16,CIFAR10,53381.07
1000,67.33,50,1000,0.01,16,CIFAR10,53381.07
